tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,polyline
440,6/11/15 9:42,6/11/15 9:49,442,W 27 St & 7 Ave,40.746647,-73.993915,509,9 Ave & W 22 St,40.7454973,-74.00197139,17017,Subscriber,1990,1,siuwFz|rbMu@xBqDjLyByA{ByAsF`Q|BvAtFvDzD`CnBpApGhE
4719,6/11/15 9:53,6/11/15 11:12,509,9 Ave & W 22 St,40.7454973,-74.00197139,303,Mercer St & Spring St,40.72362738,-73.99949601,17017,Subscriber,1960,1,sbuwF|otbMhHzEzGpEzA~@nCxA`@Pt@H^HbDX~Fl@~Eb@~AHHALEh@o@XWNI|AYhF_A`FaA\Mb@YtBgAtBcAhDcBjHkD~@YHI`DkIjAuCtEvDtFfErFhE`AkCxCsHfA_Da@Y
810,6/11/15 11:35,6/11/15 11:49,303,Mercer St & Spring St,40.72362738,-73.99949601,462,W 22 St & 10 Ave,40.74691959,-74.00451887,17017,Subscriber,1960,1,qypwFp_tbM|GpFuClH{@xBW`@eNwK_FbMGb@k@vLa@bJqCYsLgAuLgA}BKcCSoCWwGk@aCWWISOu@y@uFqGiDaE}@{@iAu@kCeBiJgGgHuEw@i@sF~PiFtP{B}AL_@
130,6/11/15 12:00,6/11/15 12:02,462,W 22 St & 10 Ave,40.74691959,-74.00451887,463,9 Ave & W 16 St,40.74206539,-74.00443172,17017,Subscriber,1976,1,mkuwFb_ubMzEqOzBxAtBtA|I`GnCfB
403,6/11/15 13:45,6/11/15 13:52,463,9 Ave & W 16 St,40.74206539,-74.00443172,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,17017,Subscriber,1972,1,emtwFp_ubMzC`B~@L^HbDX~Fl@~Eb@lAFZ?LEHIj@q@\UhOoCq@cIl@M
339,6/11/15 14:48,6/11/15 14:54,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17017,Subscriber,1983,1,szrwFdutbMsL~B}Bd@mC^wB?M`@y@cAoB}B}@{@iAu@kCeB}DiCu@g@]bA
490,6/11/15 15:04,6/11/15 15:12,116,W 17 St & 8 Ave,40.74177603,-74.00149746,297,E 15 St & 3 Ave,40.734232,-73.986923,17017,Subscriber,1982,1,iktwFdltbM\cAuBuAuBsAsBwAlFuP~Nyd@jGyRjE}MfAmDtBrAfFjDtFpD[|@
702,6/11/15 15:41,6/11/15 15:53,297,E 15 St & 3 Ave,40.734232,-73.986923,446,W 24 St & 7 Ave,40.74487634,-73.99529885,17017,Subscriber,1995,1,e{rwFxqqbMgB~FaC}AiFiDgFoDz@iCwBuA{B~GcAjDsGjSgLb^gIlWcKyG~EwO
598,6/11/15 15:55,6/11/15 16:05,446,W 24 St & 7 Ave,40.74487634,-73.99529885,267,Broadway & W 36 St,40.75097711,-73.98765428,17017,Subscriber,1958,1,e~twFxesbMJ_@dC|AoFvPaC}A}B{AwFsDuL_IkH{EgK{GjFsPfDoKp@Dh@F
384,6/11/15 16:51,6/11/15 16:57,267,Broadway & W 36 St,40.75097711,-73.98765428,486,Broadway & W 29 St,40.7462009,-73.98855723,17017,Subscriber,1990,2,udvwFrvqbM|BTfC\f@Rn@^Vw@BAT@BBHDl@HjANdLnA
548,6/11/15 18:30,6/11/15 18:39,486,Broadway & W 29 St,40.7462009,-73.98855723,160,E 37 St & Lexington Ave,40.748238,-73.978311,17017,Subscriber,1989,1,wfuwFv{qbMrD`@dK_\vGmSyFuDyFoD}F}DcGwDyByAWx@gBvF
965,6/11/15 18:56,6/11/15 19:12,160,E 37 St & Lexington Ave,40.748238,-73.978311,480,W 53 St & 10 Ave,40.76669671,-73.99061728,17017,Subscriber,1983,1,usuwFf{obMuC`JiGnRmGfSqFvPkFtP{ByAwFuD_GyDaKyGyFwDyFsDuNkJoN|c@
262,6/11/15 19:52,6/11/15 19:57,480,W 53 St & 10 Ave,40.76669671,-73.99061728,469,Broadway & W 53 St,40.76344058,-73.98268129,17017,Subscriber,1987,2,qfywFphrbMPm@_CyA~Mob@tCaJDBdBt@BB
511,6/11/15 20:04,6/11/15 20:12,469,Broadway & W 53 St,40.76344058,-73.98268129,441,E 52 St & 2 Ave,40.756014,-73.967416,17017,Subscriber,1985,1,yrxwFtwpbMdCjAPHLa@|@qCdEyM|G_T`DeKxKg]lEgN
681,6/11/15 20:15,6/11/15 20:26,441,E 52 St & 2 Ave,40.756014,-73.967416,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17017,Subscriber,1983,1,gdwwFfwmbMQh@zBxAzFtDtNjJ~JxGvNpJtD`CbAj@`EpC`EnCrJnGvFrDvDbCtHbFfKvGhFhDhFlDbJbG|OhKnD~Bx@j@h@cB
381,6/12/15 0:05,6/12/15 0:12,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,301,E 2 St & Avenue B,40.72217444,-73.98368779,17017,Subscriber,1988,1,iwqwFzrqbMrIqXrFnDFJlBlAtBtAdEkMxFtDUp@
1188,6/12/15 8:02,6/12/15 8:22,301,E 2 St & Avenue B,40.72217444,-73.98368779,267,Broadway & W 36 St,40.75097711,-73.98765428,17017,Subscriber,1988,1,kppwFd}pbMeJpY{@i@eG}DmOaKmJkGkG_EeHuE{KmHkGaEiGaEwFqDqGkEuUkOsCmBgBqAy@i@wBsAkAo@yByAGTmDxKmEjNwGpSiGpRuKh]tBd@nFz@fD^
750,6/12/15 8:33,6/12/15 8:46,267,Broadway & W 36 St,40.75097711,-73.98765428,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,17017,Subscriber,1966,1,udvwFrvqbM{AMhAkD{BwAyFqDwB_B}BwAoBoA{CsByFwD{FqDiGeEkFgDlE_NjFqPfF}O
206,6/12/15 9:14,6/12/15 9:18,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,520,W 52 St & 5 Ave,40.75992262,-73.97648516,17017,Subscriber,1989,1,ikwwFjtnbMgF|OkFpPmE~MyByArFcQHW
1544,6/12/15 12:33,6/12/15 12:59,529,W 42 St & 8 Ave,40.7575699,-73.99098507,509,9 Ave & W 22 St,40.7454973,-74.00197139,17017,Customer,,0,qnwwF`jrbMsC~IjEtCjHxEpJlGdC|AbC~AjBrAfCfB|AbAxCpB|BvAtFvDzD`CnBpApGhE
1626,6/12/15 13:04,6/12/15 13:31,509,9 Ave & W 22 St,40.7454973,-74.00197139,3002,South End Ave & Liberty St,40.711512,-74.015756,17017,Customer,,0,sbuwF|otbMhHzEzGpEzA~@nCxA`@Pt@H^HbDX~Fl@~Eb@lAFFHp@LDJIlB?xD?dD`AFxAHhCDjEXbEPjDPV?~BV~Gx@`Hv@SxEATCh@I`@x@BJA\?zAFlBRpHh@hABlGn@fKnA|H`ARDv@PpDl@nALlBXPH`ANKx@c@bG?VFFCd@DT?PY`ESfB@HDBbGl@`J~@nANXN^?V@n@Lb@B`CVReBTeDBATBnDh@~@LDHHC^_@n@oAHa@|Ab@BWsAa@
1902,6/12/15 17:03,6/12/15 17:35,3002,South End Ave & Liberty St,40.711512,-74.015756,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17017,Subscriber,1980,2,}mnwFlewbMEAGVIb@a@v@W`@MLQJCGYEeFy@I@CBc@pFEToD]OG]EW?U?YO_Go@yI}@_BQCE@MZmDN}BCk@@WEACOf@}GHm@aAOa@OsBYaAIyDo@u@Q{G}@cCWgGu@oD_@oCWe@AcAIqJu@eBGY@qAEy@GYGM?@Q@u@@Y[CV_FRgDX}GqCW_Hm@uCY}BKcCSoCWiCU}Ec@q@IWISOUU{DoEsCiDoB}B}@{@iAu@kCeB}DiCaHqEeToNcp@wb@wFsDwE~N
860,6/12/15 17:50,6/12/15 18:04,488,W 39 St & 9 Ave,40.75645824,-73.99372222,368,Carmine St & 6 Ave,40.73038599,-74.00214988,17017,Subscriber,1986,2,qfwwFz{rbMYz@|@l@tD`C|BzApEtCtDbCnClBzEbDbElChDzB|@l@dElCxBtAbCdBpH|ElH|EbG|DfDfB~@L^HbDX~Fl@~Eb@lAFZ?LEHIj@q@\UhOoC|@Yb@YtBgAlCqA|FuCvBaAGUKg@
1087,6/12/15 19:30,6/12/15 19:48,368,Carmine St & 6 Ave,40.73038599,-74.00214988,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17017,Customer,,0,gdrwFrptbMQaAAQ?EuAo@c@UUOsEyCeGcEgFeD|Kq]rKw\yBuAeCkBcGsDiGaEgFkDuBsAPm@
666,6/12/15 19:59,6/12/15 20:10,325,E 19 St & 3 Ave,40.73624527,-73.98473765,482,W 15 St & 7 Ave,40.73935542,-73.99931783,17017,Subscriber,1962,2,uhswFncqbMwClJoClI{CrJmBdGtBrAhFjD|B~AkG|R_GxQ
387,6/12/15 20:46,6/12/15 20:52,482,W 15 St & 7 Ave,40.73935542,-73.99931783,128,MacDougal St & Prince St,40.72710258,-74.00297088,17017,Subscriber,1963,1,u{swF|~sbMyGxSsDtL`@VVLHBt@H^HbDX~Fl@~Eb@~AHHALEh@o@XWNI|AYhF_A`FaA\Mb@YtBgAtBcAhDcBjHkD~@YHIh@uAl@{AvErDjA~@|BbB
501,6/13/15 9:55,6/13/15 10:03,128,MacDougal St & Prince St,40.72710258,-74.00297088,382,University Pl & E 14 St,40.73492695,-73.99200509,17017,Subscriber,1986,2,goqwFhutbMRNPVlAwC_FyDkFgEuJ{HnCiHjA}CCCsB_BaBsAKOOSmAcAcEcD_FcEcIqG
376,6/13/15 10:54,6/13/15 11:00,382,University Pl & E 14 St,40.73492695,-73.99200509,445,E 10 St & Avenue A,40.72740794,-73.98142006,17017,Subscriber,1987,1,e`swFxprbMy@m@Ts@r@{BpA_EbF{O|DaMbBfAjBnAxDdCxBvAfEyMrDyLfAoD
527,6/13/15 12:16,6/13/15 12:25,445,E 10 St & Avenue A,40.72740794,-73.98142006,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,17017,Subscriber,1959,1,yqqwFnnpbMgAnDtBrAiEfNqJhZqEjNkQzj@EPAZP`BODQDwE`C}FxCiN`H
586,6/13/15 13:08,6/13/15 13:17,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,17017,Subscriber,1985,1,}yswFfstbMlRsJvFsC[}E@SnCwIxM_b@lIoWz@qCrBtAtBtAfDmK
1416,6/13/15 13:29,6/13/15 13:52,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,456,E 53 St & Madison Ave,40.7597108,-73.97402311,17017,Subscriber,1967,2,ksqwFpiqbM`@kAaAo@iD{B_IiFgK}GkIoFmEwCeG{DiRaMgSuM{HeFiCkBwCmB{@i@MGeC}AqCiBg@YaAc@WE]QoBsAgAiAcAu@e@c@qD_C{CqBk@YaBi@SKeBmASWaAs@_@[]Yc@e@w@g@yFuD{ByAaJ`YkDxKaG~Q
831,6/13/15 16:27,6/13/15 16:41,456,E 53 St & Madison Ave,40.7597108,-73.97402311,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17017,Subscriber,1957,2,}zwwFx`obMrBmGzBvAxFxDrJnGs@|BxFpDxF|DgApDgC`IhDxBvI|FvFpDOb@
440,6/13/15 16:43,6/13/15 16:51,485,W 37 St & 5 Ave,40.75038009,-73.98338988,491,E 24 St & Park Ave S,40.74096374,-73.98602213,17017,Subscriber,1984,1,eavwF|zpbM}FbR_B`F|@LrARtCVbD\|@T~@h@BAVu@V?FF~@LfBThMtAdHt@tAPn@BrCZpAHv@w@LER?\B~AZPFbAaDZcAaCaBxB}G
1081,6/13/15 17:09,6/13/15 17:27,491,E 24 St & Park Ave S,40.74096374,-73.98602213,291,Madison St & Montgomery St,40.713126,-73.984844,17017,Subscriber,1969,1,wetwFzkqbMzGeT~D_Mj@^tA|@hEyMx@iCfBwFhCgIFU[Iy@Aa@AEKOMc@CeASc@M]UUU^Ad@Zr@RdAN`ATPBRAHCn@@`@E`@M^GxAMtHiAjDk@`@K\SHIDA\W|@s@bBuBbCuClBiAbBYt@BnDX|AZ~@HxB\nA`@jBx@lCvAvAv@xDtBjAl@r@Zl@Lv@JfEZ|Eb@bJh@lANjAX|MtFdC|@HJVJCBA?C?IAaAe@@Cf@RMn@i@nCGRIFE?FIFMb@uBz@^d@VzAn@dAd@WxAaAfFQx@LDFJHRDPhAtS^lGDpA
785,6/13/15 18:41,6/13/15 18:54,291,Madison St & Montgomery St,40.713126,-73.984844,387,Centre St & Chambers St,40.71273266,-74.0046073,17017,Subscriber,1972,1,swnwFddqbMBz@d@fJVvHXrHd@`MAXH|C?F?HBp@?RBVBtBX`HR`FRfDiF`AOPe@x@W\o@pBwA`Ey@vBwBrFUr@iAxC`CT^DbBb@~Ah@ZBPNzBrBR`@\\
1464,6/13/15 19:18,6/13/15 19:42,387,Centre St & Chambers St,40.71273266,-74.0046073,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,17017,Subscriber,1987,1,kunwFl_ubM\`@JNBKBY@IVC^Qp@w@d@q@tPcUzDiF`S_X|GgJ~HyKt@cAZk@l@y@dAwAl@cAvAFX@
1396,6/13/15 19:48,6/13/15 20:11,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,17017,Customer,,0,oelwFbcrbM_CIiEGI?I~BGj@I^]v@q@dAY`@UPOBQBCdBAV?H?F?V@b@HbALp@_ArCYfA@j@CTBNCvAQn@AR`@^RLh@NpCbAz@h@\LdA`@Z?f@P~@j@XLhAMd@PPTHTPTRPVHX?RM`@GRBNHVZZPt@`@j@T|@Lp@Xt@f@b@ZTf@d@d@p@ZBHPL`Af@LPHPHJlB~@l@T^BXHFLJd@JJR^LXh@ZtHvC`A^H?x@iEOe@DY`@kB
699,6/13/15 20:16,6/13/15 20:28,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,217,Old Fulton St,40.70277159,-73.99383605,17017,Customer,,0,qrjwFlbtbMa@jBEXNd@u@|DCJI?aA_@uHwCi@[MYS_@KKKe@GMYI_@Cm@UmB_AIKIQMQaAg@QMCIq@[e@e@Ug@c@[u@g@q@Y}@Mk@Uu@a@[QW[OISCa@FSLY?WISQQUIUQUe@QiALYM_Ak@g@Q[?eAa@]M{@i@qCcAi@OSMa@_@@SPo@BwACOBUAk@XgAJW
1350,6/13/15 20:41,6/13/15 21:03,217,Old Fulton St,40.70277159,-73.99383605,387,Centre St & Chambers St,40.71273266,-74.0046073,17017,Customer,,0,awlwFt|rbMKVQJMVMZRFTLLc@bAwDr@yAn@mAb@q@f@u@hBaCv@^`C~@nBn@vCjA|B`A`Cz@B]j@yCb@gCxBYn@QDcFDaFDs@?UM?QA?RANeM[iBAg@?g@DYJw@d@SVe@t@w@|AA@c@v@y@hAkAzAcAtA{DlFU\gHvJuT~YkUb[wBpCe@n@c@d@WHWBCTEXU]SS
867,6/13/15 21:08,6/13/15 21:22,387,Centre St & Chambers St,40.71273266,-74.0046073,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,17017,Customer,,0,kunwFl_ubM\`@JNBKBY@IVC^Qp@w@d@q@tPcUzDiF`S_X|GgJ~HyK|B{C`AoAp@gAHOv@}Ad@u@RWv@e@XKf@Ef@?hB@dMZ?NEfBMfI@x@jGqAzA]CU]H
1109,6/14/15 18:09,6/14/15 18:27,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,17017,Subscriber,1973,2,aekwFrhrbMmFfAu@JDgEDaFDs@@gBFsElADrGJbBBFqEJ}JBaCFaFNyMTgMD{FDqCJeIBmA^?zGy@BcEPmKJ}KbLqA?TCbC
194,6/15/15 8:30,6/15/15 8:33,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17017,Subscriber,1974,1,cdjwFh`nbMI~FOnK]tVC^CfEEjDK`FMbK
996,6/16/15 8:44,6/16/15 9:01,529,W 42 St & 8 Ave,40.7575699,-73.99098507,164,E 47 St & 2 Ave,40.75323098,-73.97032517,17017,Subscriber,1963,1,qnwwF`jrbMzA{EgCaB}B{AsNkJzKq]bGgRxLc`@bAwCpBgGxD_M~BxAg@|A
441,6/16/15 20:39,6/16/15 20:47,164,E 47 St & 2 Ave,40.75323098,-73.97032517,507,E 25 St & 2 Ave,40.73912601,-73.97973776,17017,Subscriber,1961,1,mrvwFtinbMf@}AzBzAzFtDfK`HrJnGvChBl@b@p@\zB|AfBjAzGrErJjGvFrDzBzAxBxANi@
500,6/17/15 7:55,6/17/15 8:04,507,E 25 St & 2 Ave,40.73912601,-73.97973776,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17017,Subscriber,1973,1,gzswFpdpbMiEdN}BwAoNiJyFoD}F}DcGwDsE{C{CoBM`@
571,6/17/15 8:22,6/17/15 8:31,167,E 39 St & 3 Ave,40.7489006,-73.97604882,475,E 16 St & Irving Pl,40.73524276,-73.98758561,17017,Subscriber,1961,2,ywuwFdmobMLa@{B{A~DcMnJlGd@ZvAx@~F`EzJtGrJlGvDbCxDhC|FvDnNbJhFlD_EbMgC|HvBrANg@
1365,6/17/15 8:40,6/17/15 9:03,475,E 16 St & Irving Pl,40.73524276,-73.98758561,449,W 52 St & 9 Ave,40.76461837,-73.98789473,17017,Subscriber,1981,2,_bswFruqbMOf@wBsAeFiDsB{Az@iCwBuA{@jCeBpFg@`ByOxf@qFvPmFvP{BwAeCcByDgCwL_IqJmGyViPyZgSsNkJsNmJ}ByAmFxPzBxANc@
1217,6/17/15 9:06,6/17/15 9:27,449,W 52 St & 9 Ave,40.76461837,-73.98789473,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17017,Subscriber,1955,1,czxwFbwqbMjGaStBuGPJpBfAzBtApCxAtB|@x@iC~BtAlD`ClBrAvE~CdC|Ah@eBfH|AjE~@pAVnEr@rARtCVbD\|@T~@h@BAVu@V?FF~@LjHz@jPdBtAPn@BrCZpAHDCd@g@JFxAbAxDjCzMtIhFjDTq@
558,6/17/15 9:35,6/17/15 9:44,496,E 16 St & 5 Ave,40.73726186,-73.99238967,521,8 Ave & W 31 St,40.75096735,-73.99444208,17017,Subscriber,1986,2,qnswFrsrbMfCeI|BvAiL|^aNnb@}DiCaHqEeJcGwVkPuNoJ
471,6/17/15 9:48,6/17/15 9:56,521,8 Ave & W 31 St,40.75096735,-73.99444208,173,Broadway & W 49 St,40.76064679,-73.98442659,17017,Subscriber,1973,1,kdvwFv_sbMyFqDwNoJyZiSyFwDyFsD}ByAfDoK`CpAL_@
2213,6/17/15 10:39,6/17/15 11:16,173,Broadway & W 49 St,40.76064679,-73.98442659,363,West Thames St,40.70834698,-74.01713445,17017,Subscriber,1958,2,qaxwFfaqbMaIrVkB`G|B|AxD`CzHdF|BzAoFvP{@lCeKt[[b@Ch@zAzBd@h@l@h@v@h@HHHJ`C`Bf@R~FxD`^pUr@Z`AXdPpEbAT|@Hx@Af@Ad@I\K\BZJL@PALGPM^Ub@ONUF]LQPAT@`Gl@dLdAn@RnCZPHdCVj@DzBTvG~@n@Lj@\l@h@b@VR@ZJ`A^t@LdAF|AEfCM\?nHTjBP~@DlABz@?vAF^?dAHrADx@HxAJh@A~@@hA@dJb@XHnBHZApBFtL~@rAFpGp@fGt@bCVzG|@ZHxAVxB^\BpANdAN`@N`ANIl@U~CQ|BBND@AV?VBRO|B]zDBDH@nLlA~Fn@XNT?V?\DNFZBrCX@ABS`@cFDQHAlCb@pBZBFPKLMVa@`@w@Hc@fHnB|Bz@hElCVy@
2374,6/17/15 11:18,6/17/15 11:58,363,West Thames St,40.70834698,-74.01713445,173,Broadway & W 49 St,40.76064679,-73.98442659,17017,Subscriber,1958,2,czmwFbnwbMOb@}ByAeAo@iAe@eEmA{C}@Qx@o@nA_@^IBEI_AMoDi@UCC@UdDSdBaCWc@Co@Mw@AYOoAOaJ_AcGm@ECAIRgBXaE?QEUBe@GG?Wb@cGJy@aAOQI}@Oo@IoAMqDm@w@QSE}HaAgKoAmGo@iACqHi@mBS{AGO?M?eAAcAG[G{Je@{@?cACUBw@C_AMyCO_@CkAEcACu@BsAGwAMgI]o@A}DPgABeAKs@Q{@]WESEg@[o@k@i@Ww@Oa@IaIaAc@AeBQiAOQIcCW_@IWK_BMmIw@eGo@S?MDIPI^EHMHc@Pa@VMHODO?KCa@KWAe@Na@Dm@@w@?aAKwRmFo@Uu@_@g_@mVsEyC[KcAo@cAu@IKMKwAeAQSqAeBy@mA]m@g@w@Sa@NUV]zD_MtDoLx@kC|Mqb@yFuDyFuDyFuDfDoK`CpAL_@
230,6/17/15 12:54,6/17/15 12:58,173,Broadway & W 49 St,40.76064679,-73.98442659,510,W 51 St & 6 Ave,40.7606597,-73.98042047,17017,Subscriber,1979,1,qaxwFfaqbMM^NFtB|@x@iCfEyMd@yA{@o@qA{@kFgDa@pA
304,6/17/15 13:06,6/17/15 13:11,510,W 51 St & 6 Ave,40.7606597,-73.98042047,423,W 54 St & 9 Ave,40.76584941,-73.98690506,17017,Subscriber,1983,1,maxwFlhpbMeBvFeBjFcAlDiDhK{B{A{FsD{B}AmFvP|BxARm@
545,6/17/15 13:31,6/17/15 13:40,423,W 54 St & 9 Ave,40.76584941,-73.98690506,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,17017,Subscriber,1967,1,waywF~pqbMlJgZPHzCtAdEvBVNbAmDjByFdDqKdCqHnFaQfGeR
509,6/17/15 13:48,6/17/15 13:57,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,513,W 56 St & 10 Ave,40.768254,-73.988639,17017,Subscriber,1967,1,ikwwFjtnbMgF|OkFpPmE~MgChIeBjFcAlDiDhK{B{A{FsD{B}A}Mnb@_C{Ab@qA
883,6/17/15 14:44,6/17/15 14:59,513,W 56 St & 10 Ave,40.768254,-73.988639,490,8 Ave & W 33 St,40.751551,-73.993934,17017,Subscriber,1967,1,upywF|{qbMlEcN|BxAxFxDtFtD|BbBzBtAxFrD~BzAvJpGrIvFjHxEpJlGdC|AbC~AjBrAfCfB|AbAXPJWPa@nD_Lh@aBcAq@yDiCqBqAGC
703,6/17/15 15:17,6/17/15 15:29,490,8 Ave & W 33 St,40.751551,-73.993934,480,W 53 St & 10 Ave,40.76669671,-73.99061728,17017,Subscriber,1976,1,ehvwF`}rbM_KwGoNiJsL{HgMoIuNiJyFuD}Mnb@Ql@
582,6/17/15 15:36,6/17/15 15:46,480,W 53 St & 10 Ave,40.76669671,-73.99061728,490,8 Ave & W 33 St,40.751551,-73.993934,17017,Subscriber,1978,1,qfywFphrbMPm@_CyArF{PzB~AtFtD|BbBzBtAxFrD~BzAvJpGrIvFjHxEpJlGdC|AbC~AjBrAfCfB|AbAXPJWPa@nD_Lh@aBcAq@yDiCqBqAGC
476,6/17/15 15:58,6/17/15 16:06,490,8 Ave & W 33 St,40.751551,-73.993934,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17017,Subscriber,1992,1,ehvwF`}rbM_KwGoNiJ_GyDgCaBsDlLiGrR
807,6/17/15 16:15,6/17/15 16:28,515,W 43 St & 10 Ave,40.76009437,-73.99461843,359,E 47 St & Park Ave,40.75510267,-73.97498696,17017,Subscriber,1985,1,{}wwFdasbMa@pA{B}A|Mqb@nFwPnMqa@tDiLlAsDaCaByBuAHYf@aBLe@OGmBoAZ_A
381,6/17/15 16:29,6/17/15 16:35,359,E 47 St & Park Ave,40.75510267,-73.97498696,526,E 33 St & 5 Ave,40.74765947,-73.98490707,17017,Subscriber,1980,1,u~vwFlfobM}A|ExFpDxF|DoErNpJlGnChBvFpDvFrDjGfENe@
578,6/17/15 16:35,6/17/15 16:45,526,E 33 St & 5 Ave,40.74765947,-73.98490707,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17017,Subscriber,1964,1,apuwFndqbMOd@xBtAhGwRjCoIfC}HyBwAcCeBcC{AyFuDyByA{BwAM`@
882,6/17/15 16:54,6/17/15 17:09,167,E 39 St & 3 Ave,40.7489006,-73.97604882,512,W 29 St & 9 Ave,40.7500727,-73.99839279,17017,Subscriber,1968,1,ywuwFdmobMsO`f@uKh]eBpFxBxAtFvDzBxAjGzD~CtB|DjCnChBgMz`@
426,6/17/15 17:26,6/17/15 17:33,512,W 29 St & 9 Ave,40.7500727,-73.99839279,444,Broadway & W 24 St,40.7423543,-73.98915076,17017,Subscriber,1979,1,k_vwFrxsbMYz@bAl@x@h@Hc@Lm@B[C{A@c@Hi@h@gB^k@n@_@XSLQ^s@dLc^vEcO|D`@tAPn@BrCZpAHZ[
699,6/17/15 17:38,6/17/15 17:49,444,Broadway & W 24 St,40.7423543,-73.98915076,512,W 29 St & 9 Ave,40.7500727,-73.99839279,17017,Subscriber,1961,1,}ntwFz~qbMNOJFxAbAp@d@qDhLkInWoFvPaC}A}B{AmNgJyEdO
533,6/17/15 18:29,6/17/15 18:38,512,W 29 St & 9 Ave,40.7500727,-73.99839279,479,9 Ave & W 45 St,40.76019252,-73.9912551,17017,Subscriber,1970,1,k_vwFrxsbMYz@bAl@x@h@Hc@Lm@B[C{A@c@Hi@h@gB^k@n@_@XSLQ^s@JY{ByA_EkCkH{EgK{Gc\eTmEwCqF|PZR
734,6/17/15 18:58,6/17/15 19:10,479,9 Ave & W 45 St,40.76019252,-73.9912551,509,9 Ave & W 22 St,40.7454973,-74.00197139,17017,Subscriber,1968,1,m~wwF|lrbMrGfEfErCjCbBlJhG|BzApEtCtDbCnClBzEbDbElChDzB|@l@dElCxBtAbCdB`EjC
503,6/17/15 19:19,6/17/15 19:27,509,9 Ave & W 22 St,40.7454973,-74.00197139,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17017,Subscriber,1990,2,sbuwF|otbMhHzEzGpEzA~@nCxA`@Pt@H^HbDX~Fl@~Eb@~AHHALEh@o@XWNI|AYhF_A`FaA\Mb@YtBgAtBcAhDcBjHkD~@YHI`DkIpCeHwEuD
385,6/17/15 22:09,6/17/15 22:16,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,285,Broadway & E 14 St,40.73454567,-73.99074142,17017,Subscriber,1955,1,e|qwFzvsbM_DiCjA}CCCsB_BaBsAKOOSmAcAcEcD_FcEeEiDwDuCpA_El@H
1111,6/17/15 22:29,6/17/15 22:48,285,Broadway & E 14 St,40.73454567,-73.99074142,499,Broadway & W 60 St,40.76915505,-73.98191841,17017,Subscriber,1989,1,_~rwFtirbMtBXoBhGiLv^qFtPgDhKKt@wBfAiAu@kCeBiJgGaR{LiZ{RqH_FkIoFq^_VwJqGyFuDyFuDuNkJcK{GoD{B[SBOBM@[CWISY[YGI?UDURk@`AIH_ABq@@
1222,6/17/15 22:58,6/17/15 23:18,499,Broadway & W 60 St,40.76915505,-73.98191841,444,Broadway & W 24 St,40.7423543,-73.98915076,17017,Subscriber,1955,1,evywFnrpbMnBEHE`@m@Cf@Fj@N\FFPFR@^KLQHMDUB[?OVQJELA~@LzANfAF`BPbAJpCj@rCx@nClAbClApBfAzBtApCxAtB|@x@iC~BtAlD`ClBrAvE~CdC|Ah@eBfH|AjE~@pAVnEr@rARtCVbD\|@T~@h@BAVu@V?FF~@LfBThMtAdHt@tAPn@BrCZpAHZ[
653,6/17/15 23:34,6/17/15 23:44,444,Broadway & W 24 St,40.7423543,-73.98915076,519,Pershing Square North,40.751873,-73.977706,17017,Subscriber,1960,1,}ntwFz~qbMZ[LEp@B~AZPFbAaDrBiGt@gCsNkJoNiJkGgEuA}@WW}JuGgBkAoCcByA_A]a@{B{A{AaA
